,Survived,Pclass,Age,SibSp,Parch,Fare,C,Q,S,Sex
513,0,3,24.0,0,0,7.4958,0,0,1,0
514,0,1,47.0,0,0,34.0208,0,0,1,0
515,1,2,34.0,0,0,10.5,0,0,1,1
516,0,3,29.69911764705882,0,0,24.15,0,1,0,0
517,1,2,36.0,1,0,26.0,0,0,1,1
518,0,3,32.0,0,0,7.8958,0,0,1,0
519,1,1,30.0,0,0,93.5,0,0,1,1
520,0,3,22.0,0,0,7.8958,0,0,1,0
521,0,3,29.69911764705882,0,0,7.225,1,0,0,0
522,1,1,44.0,0,1,57.9792,1,0,0,1
523,0,3,29.69911764705882,0,0,7.2292,1,0,0,0
524,0,3,40.5,0,0,7.75,0,1,0,0
525,1,2,50.0,0,0,10.5,0,0,1,1
526,0,1,29.69911764705882,0,0,221.7792,0,0,1,0
527,0,3,39.0,0,0,7.925,0,0,1,0
528,0,2,23.0,2,1,11.5,0,0,1,0
529,1,2,2.0,1,1,26.0,0,0,1,1
530,0,3,29.69911764705882,0,0,7.2292,1,0,0,0
531,0,3,17.0,1,1,7.2292,1,0,0,0
532,1,3,29.69911764705882,0,2,22.3583,1,0,0,1
533,0,3,30.0,0,0,8.6625,0,0,1,1
534,1,2,7.0,0,2,26.25,0,0,1,1
535,0,1,45.0,0,0,26.55,0,0,1,0
536,1,1,30.0,0,0,106.425,1,0,0,1
537,0,3,29.69911764705882,0,0,14.5,0,0,1,0
538,1,1,22.0,0,2,49.5,1,0,0,1
539,1,1,36.0,0,2,71.0,0,0,1,1
540,0,3,9.0,4,2,31.275,0,0,1,1
541,0,3,11.0,4,2,31.275,0,0,1,1
542,1,2,32.0,1,0,26.0,0,0,1,0
543,0,1,50.0,1,0,106.425,1,0,0,0
544,0,1,64.0,0,0,26.0,0,0,1,0
545,1,2,19.0,1,0,26.0,0,0,1,1
546,1,2,29.69911764705882,0,0,13.8625,1,0,0,0
547,0,3,33.0,1,1,20.525,0,0,1,0
548,1,2,8.0,1,1,36.75,0,0,1,0
549,1,1,17.0,0,2,110.8833,1,0,0,0
550,0,2,27.0,0,0,26.0,0,0,1,0
551,0,3,29.69911764705882,0,0,7.8292,0,1,0,0
552,1,3,22.0,0,0,7.225,1,0,0,0
553,1,3,22.0,0,0,7.775,0,0,1,1
554,0,1,62.0,0,0,26.55,0,0,1,0
555,1,1,48.0,1,0,39.6,1,0,0,1
556,0,1,29.69911764705882,0,0,227.525,1,0,0,0
557,1,1,39.0,1,1,79.65,0,0,1,1
558,1,3,36.0,1,0,17.4,0,0,1,1
559,0,3,29.69911764705882,0,0,7.75,0,1,0,0
560,0,3,40.0,0,0,7.8958,0,0,1,0
561,0,2,28.0,0,0,13.5,0,0,1,0
562,0,3,29.69911764705882,0,0,8.05,0,0,1,0
563,0,3,29.69911764705882,0,0,8.05,0,0,1,1
564,0,3,24.0,2,0,24.15,0,0,1,0
565,0,3,19.0,0,0,7.8958,0,0,1,0
566,0,3,29.0,0,4,21.075,0,0,1,1
567,0,3,29.69911764705882,0,0,7.2292,1,0,0,0
568,1,3,32.0,0,0,7.8542,0,0,1,0
569,1,2,62.0,0,0,10.5,0,0,1,0
570,1,1,53.0,2,0,51.4792,0,0,1,1
571,1,1,36.0,0,0,26.3875,0,0,1,0
572,1,3,29.69911764705882,0,0,7.75,0,1,0,1
573,0,3,16.0,0,0,8.05,0,0,1,0
574,0,3,19.0,0,0,14.5,0,0,1,0
575,1,2,34.0,0,0,13.0,0,0,1,1
576,1,1,39.0,1,0,55.9,0,0,1,1
577,0,3,29.69911764705882,1,0,14.4583,1,0,0,1
578,1,3,32.0,0,0,7.925,0,0,1,0
579,1,2,25.0,1,1,30.0,0,0,1,1
580,1,1,39.0,1,1,110.8833,1,0,0,1
581,0,2,54.0,0,0,26.0,0,0,1,0
582,0,1,36.0,0,0,40.125,1,0,0,0
583,0,3,29.69911764705882,0,0,8.7125,1,0,0,0
584,1,1,18.0,0,2,79.65,0,0,1,1
585,0,2,47.0,0,0,15.0,0,0,1,0
586,1,1,60.0,1,1,79.2,1,0,0,0
587,0,3,22.0,0,0,8.05,0,0,1,0
588,0,3,29.69911764705882,0,0,8.05,0,0,1,0
589,0,3,35.0,0,0,7.125,0,0,1,0
590,1,1,52.0,1,0,78.2667,1,0,0,1
591,0,3,47.0,0,0,7.25,0,0,1,0
592,0,3,29.69911764705882,0,2,7.75,0,1,0,1
593,0,2,37.0,1,0,26.0,0,0,1,0
594,0,3,36.0,1,1,24.15,0,0,1,0
595,1,2,29.69911764705882,0,0,33.0,0,0,1,1
596,0,3,49.0,0,0,0.0,0,0,1,0
597,0,3,29.69911764705882,0,0,7.225,1,0,0,0
598,1,1,49.0,1,0,56.9292,1,0,0,0
599,1,2,24.0,2,1,27.0,0,0,1,1
600,0,3,29.69911764705882,0,0,7.8958,0,0,1,0
601,0,1,29.69911764705882,0,0,42.4,0,0,1,0
602,0,3,44.0,0,0,8.05,0,0,1,0
603,1,1,35.0,0,0,26.55,1,0,0,0
604,0,3,36.0,1,0,15.55,0,0,1,0
605,0,3,30.0,0,0,7.8958,0,0,1,0
606,1,1,27.0,0,0,30.5,0,0,1,0
607,1,2,22.0,1,2,41.5792,1,0,0,1
608,1,1,40.0,0,0,153.4625,0,0,1,1
609,0,3,39.0,1,5,31.275,0,0,1,1
610,0,3,29.69911764705882,0,0,7.05,0,0,1,0
611,1,3,29.69911764705882,1,0,15.5,0,1,0,1
612,0,3,29.69911764705882,0,0,7.75,0,1,0,0
613,0,3,35.0,0,0,8.05,0,0,1,0
614,1,2,24.0,1,2,65.0,0,0,1,1
615,0,3,34.0,1,1,14.4,0,0,1,0
616,0,3,26.0,1,0,16.1,0,0,1,1
617,1,2,4.0,2,1,39.0,0,0,1,1
618,0,2,26.0,0,0,10.5,0,0,1,0
619,0,3,27.0,1,0,14.4542,1,0,0,0
620,1,1,42.0,1,0,52.5542,0,0,1,0
621,1,3,20.0,1,1,15.7417,1,0,0,0
622,0,3,21.0,0,0,7.8542,0,0,1,0
623,0,3,21.0,0,0,16.1,0,0,1,0
624,0,1,61.0,0,0,32.3208,0,0,1,0
625,0,2,57.0,0,0,12.35,0,1,0,0
626,1,1,21.0,0,0,77.9583,0,0,1,1
627,0,3,26.0,0,0,7.8958,0,0,1,0
628,0,3,29.69911764705882,0,0,7.7333,0,1,0,0
629,1,1,80.0,0,0,30.0,0,0,1,0
630,0,3,51.0,0,0,7.0542,0,0,1,0
631,1,1,32.0,0,0,30.5,1,0,0,0
632,0,1,29.69911764705882,0,0,0.0,0,0,1,0
633,0,3,9.0,3,2,27.9,0,0,1,1
634,1,2,28.0,0,0,13.0,0,0,1,1
635,0,3,32.0,0,0,7.925,0,0,1,0
636,0,2,31.0,1,1,26.25,0,0,1,0
637,0,3,41.0,0,5,39.6875,0,0,1,1
638,0,3,29.69911764705882,1,0,16.1,0,0,1,0
639,0,3,20.0,0,0,7.8542,0,0,1,0
640,1,1,24.0,0,0,69.3,1,0,0,1
641,0,3,2.0,3,2,27.9,0,0,1,1
642,1,3,29.69911764705882,0,0,56.4958,0,0,1,0
643,1,3,0.75,2,1,19.2583,1,0,0,1
644,1,1,48.0,1,0,76.7292,1,0,0,0
645,0,3,19.0,0,0,7.8958,0,0,1,0
646,1,1,56.0,0,0,35.5,1,0,0,0
647,0,3,29.69911764705882,0,0,7.55,0,0,1,0
648,1,3,23.0,0,0,7.55,0,0,1,1
649,0,3,29.69911764705882,0,0,7.8958,0,0,1,0
650,1,2,18.0,0,1,23.0,0,0,1,1
651,0,3,21.0,0,0,8.4333,0,0,1,0
652,1,3,29.69911764705882,0,0,7.8292,0,1,0,1
653,0,3,18.0,0,0,6.75,0,1,0,1
654,0,2,24.0,2,0,73.5,0,0,1,0
655,0,3,29.69911764705882,0,0,7.8958,0,0,1,0
656,0,3,32.0,1,1,15.5,0,1,0,1
657,0,2,23.0,0,0,13.0,0,0,1,0
658,0,1,58.0,0,2,113.275,1,0,0,0
659,1,1,50.0,2,0,133.65,0,0,1,0
660,0,3,40.0,0,0,7.225,1,0,0,0
661,0,1,47.0,0,0,25.5875,0,0,1,0
662,0,3,36.0,0,0,7.4958,0,0,1,0
663,1,3,20.0,1,0,7.925,0,0,1,0
664,0,2,32.0,2,0,73.5,0,0,1,0
665,0,2,25.0,0,0,13.0,0,0,1,0
666,0,3,29.69911764705882,0,0,7.775,0,0,1,0
667,0,3,43.0,0,0,8.05,0,0,1,0
668,1,1,29.69911764705882,1,0,52.0,0,0,1,1
669,1,2,40.0,1,1,39.0,0,0,1,1
670,0,1,31.0,1,0,52.0,0,0,1,0
671,0,2,70.0,0,0,10.5,0,0,1,0
672,1,2,31.0,0,0,13.0,0,0,1,0
673,0,2,29.69911764705882,0,0,0.0,0,0,1,0
674,0,3,18.0,0,0,7.775,0,0,1,0
675,0,3,24.5,0,0,8.05,0,0,1,0
676,1,3,18.0,0,0,9.8417,0,0,1,1
677,0,3,43.0,1,6,46.9,0,0,1,1
678,1,1,36.0,0,1,512.3292,1,0,0,0
679,0,3,29.69911764705882,0,0,8.1375,0,1,0,1
680,1,1,27.0,0,0,76.7292,1,0,0,0
681,0,3,20.0,0,0,9.225,0,0,1,0
682,0,3,14.0,5,2,46.9,0,0,1,0
683,0,2,60.0,1,1,39.0,0,0,1,0
684,0,2,25.0,1,2,41.5792,1,0,0,0
685,0,3,14.0,4,1,39.6875,0,0,1,0
686,0,3,19.0,0,0,10.1708,0,0,1,0
687,0,3,18.0,0,0,7.7958,0,0,1,0
688,1,1,15.0,0,1,211.3375,0,0,1,1
689,1,1,31.0,1,0,57.0,0,0,1,0
690,1,3,4.0,0,1,13.4167,1,0,0,1
691,1,3,29.69911764705882,0,0,56.4958,0,0,1,0
692,0,3,25.0,0,0,7.225,1,0,0,0
693,0,1,60.0,0,0,26.55,0,0,1,0
694,0,2,52.0,0,0,13.5,0,0,1,0
695,0,3,44.0,0,0,8.05,0,0,1,0
696,1,3,29.69911764705882,0,0,7.7333,0,1,0,1
697,0,1,49.0,1,1,110.8833,1,0,0,0
698,0,3,42.0,0,0,7.65,0,0,1,0
699,1,1,18.0,1,0,227.525,1,0,0,1
700,1,1,35.0,0,0,26.2875,0,0,1,0
701,0,3,18.0,0,1,14.4542,1,0,0,1
702,0,3,25.0,0,0,7.7417,0,1,0,0
703,0,3,26.0,1,0,7.8542,0,0,1,0
704,0,2,39.0,0,0,26.0,0,0,1,0
705,1,2,45.0,0,0,13.5,0,0,1,1
706,1,1,42.0,0,0,26.2875,0,0,1,0
707,1,1,22.0,0,0,151.55,0,0,1,1
708,1,3,29.69911764705882,1,1,15.2458,1,0,0,0
709,1,1,24.0,0,0,49.5042,1,0,0,1
710,0,1,29.69911764705882,0,0,26.55,0,0,1,0
711,1,1,48.0,1,0,52.0,0,0,1,0
712,0,3,29.0,0,0,9.4833,0,0,1,0
713,0,2,52.0,0,0,13.0,0,0,1,0
714,0,3,19.0,0,0,7.65,0,0,1,0
715,1,1,38.0,0,0,227.525,1,0,0,1
716,1,2,27.0,0,0,10.5,0,0,1,1
717,0,3,29.69911764705882,0,0,15.5,0,1,0,0
718,0,3,33.0,0,0,7.775,0,0,1,0
719,1,2,6.0,0,1,33.0,0,0,1,1
720,0,3,17.0,1,0,7.0542,0,0,1,0
721,0,2,34.0,0,0,13.0,0,0,1,0
722,0,2,50.0,0,0,13.0,0,0,1,0
723,1,1,27.0,1,0,53.1,0,0,1,0
724,0,3,20.0,0,0,8.6625,0,0,1,0
725,1,2,30.0,3,0,21.0,0,0,1,1
726,1,3,29.69911764705882,0,0,7.7375,0,1,0,1
727,0,2,25.0,1,0,26.0,0,0,1,0
728,0,3,25.0,1,0,7.925,0,0,1,1
729,1,1,29.0,0,0,211.3375,0,0,1,1
730,0,3,11.0,0,0,18.7875,1,0,0,0
731,0,2,29.69911764705882,0,0,0.0,0,0,1,0
732,0,2,23.0,0,0,13.0,0,0,1,0
733,0,2,23.0,0,0,13.0,0,0,1,0
734,0,3,28.5,0,0,16.1,0,0,1,0
735,0,3,48.0,1,3,34.375,0,0,1,1
736,1,1,35.0,0,0,512.3292,1,0,0,0
737,0,3,29.69911764705882,0,0,7.8958,0,0,1,0
738,0,3,29.69911764705882,0,0,7.8958,0,0,1,0
739,1,1,29.69911764705882,0,0,30.0,0,0,1,0
740,0,1,36.0,1,0,78.85,0,0,1,0
741,1,1,21.0,2,2,262.375,1,0,0,1
742,0,3,24.0,1,0,16.1,0,0,1,0
743,1,3,31.0,0,0,7.925,0,0,1,0
744,0,1,70.0,1,1,71.0,0,0,1,0
745,0,3,16.0,1,1,20.25,0,0,1,0
746,1,2,30.0,0,0,13.0,0,0,1,1
747,0,1,19.0,1,0,53.1,0,0,1,0
748,0,3,31.0,0,0,7.75,0,1,0,0
749,1,2,4.0,1,1,23.0,0,0,1,1
750,1,3,6.0,0,1,12.475,0,0,1,0
751,0,3,33.0,0,0,9.5,0,0,1,0
752,0,3,23.0,0,0,7.8958,0,0,1,0
753,1,2,48.0,1,2,65.0,0,0,1,1
754,1,2,0.67,1,1,14.5,0,0,1,0
755,0,3,28.0,0,0,7.7958,0,0,1,0
756,0,2,18.0,0,0,11.5,0,0,1,0
757,0,3,34.0,0,0,8.05,0,0,1,0
758,1,1,33.0,0,0,86.5,0,0,1,1
759,0,3,29.69911764705882,0,0,14.5,0,0,1,0
760,0,3,41.0,0,0,7.125,0,0,1,0
761,1,3,20.0,0,0,7.2292,1,0,0,0
762,1,1,36.0,1,2,120.0,0,0,1,1
763,0,3,16.0,0,0,7.775,0,0,1,0
764,1,1,51.0,1,0,77.9583,0,0,1,1
765,0,1,29.69911764705882,0,0,39.6,1,0,0,0
766,0,3,30.5,0,0,7.75,0,1,0,1
767,0,3,29.69911764705882,1,0,24.15,0,1,0,0
768,0,3,32.0,0,0,8.3625,0,0,1,0
769,0,3,24.0,0,0,9.5,0,0,1,0
770,0,3,48.0,0,0,7.8542,0,0,1,0
771,0,2,57.0,0,0,10.5,0,0,1,1
772,0,3,29.69911764705882,0,0,7.225,1,0,0,0
773,1,2,54.0,1,3,23.0,0,0,1,1
774,0,3,18.0,0,0,7.75,0,0,1,0
775,0,3,29.69911764705882,0,0,7.75,0,1,0,0
776,1,3,5.0,0,0,12.475,0,0,1,1
777,0,3,29.69911764705882,0,0,7.7375,0,1,0,0
778,1,1,43.0,0,1,211.3375,0,0,1,1
779,1,3,13.0,0,0,7.2292,1,0,0,1
780,1,1,17.0,1,0,57.0,0,0,1,1
781,0,1,29.0,0,0,30.0,0,0,1,0
782,0,3,29.69911764705882,1,2,23.45,0,0,1,0
783,0,3,25.0,0,0,7.05,0,0,1,0
784,0,3,25.0,0,0,7.25,0,0,1,0
785,1,3,18.0,0,0,7.4958,0,0,1,1
786,0,3,8.0,4,1,29.125,0,1,0,0
787,1,3,1.0,1,2,20.575,0,0,1,0
788,0,1,46.0,0,0,79.2,1,0,0,0
789,0,3,29.69911764705882,0,0,7.75,0,1,0,0
790,0,2,16.0,0,0,26.0,0,0,1,0
791,0,3,29.69911764705882,8,2,69.55,0,0,1,1
792,0,1,29.69911764705882,0,0,30.6958,1,0,0,0
793,0,3,25.0,0,0,7.8958,0,0,1,0
794,0,2,39.0,0,0,13.0,0,0,1,0
795,1,1,49.0,0,0,25.9292,0,0,1,1
796,1,3,31.0,0,0,8.6833,0,0,1,1
797,0,3,30.0,0,0,7.2292,1,0,0,0
798,0,3,30.0,1,1,24.15,0,0,1,1
799,0,2,34.0,0,0,13.0,0,0,1,0
800,1,2,31.0,1,1,26.25,0,0,1,1
801,1,1,11.0,1,2,120.0,0,0,1,0
802,1,3,0.42,0,1,8.5167,1,0,0,0
803,1,3,27.0,0,0,6.975,0,0,1,0
804,0,3,31.0,0,0,7.775,0,0,1,0
805,0,1,39.0,0,0,0.0,0,0,1,0
806,0,3,18.0,0,0,7.775,0,0,1,1
807,0,2,39.0,0,0,13.0,0,0,1,0
808,1,1,33.0,1,0,53.1,0,0,1,1
809,0,3,26.0,0,0,7.8875,0,0,1,0
810,0,3,39.0,0,0,24.15,0,0,1,0
811,0,2,35.0,0,0,10.5,0,0,1,0
812,0,3,6.0,4,2,31.275,0,0,1,1
813,0,3,30.5,0,0,8.05,0,0,1,0
814,0,1,29.69911764705882,0,0,0.0,0,0,1,0
815,0,3,23.0,0,0,7.925,0,0,1,1
816,0,2,31.0,1,1,37.0042,1,0,0,0
817,0,3,43.0,0,0,6.45,0,0,1,0
818,0,3,10.0,3,2,27.9,0,0,1,0
819,1,1,52.0,1,1,93.5,0,0,1,1
820,1,3,27.0,0,0,8.6625,0,0,1,0
821,0,1,38.0,0,0,0.0,0,0,1,0
822,1,3,27.0,0,1,12.475,0,0,1,1
823,0,3,2.0,4,1,39.6875,0,0,1,0
824,0,3,29.69911764705882,0,0,6.95,0,1,0,0
825,0,3,29.69911764705882,0,0,56.4958,0,0,1,0
826,1,2,1.0,0,2,37.0042,1,0,0,0
827,1,3,29.69911764705882,0,0,7.75,0,1,0,0
828,1,3,15.0,1,0,14.4542,1,0,0,1
829,1,2,0.83,1,1,18.75,0,0,1,0
830,0,3,29.69911764705882,0,0,7.2292,1,0,0,0
831,0,3,23.0,0,0,7.8542,0,0,1,0
832,0,3,18.0,0,0,8.3,0,0,1,0
833,1,1,39.0,1,1,83.1583,1,0,0,1
834,0,3,21.0,0,0,8.6625,0,0,1,0
835,0,3,29.69911764705882,0,0,8.05,0,0,1,0
836,1,3,32.0,0,0,56.4958,0,0,1,0
837,1,1,29.69911764705882,0,0,29.7,1,0,0,0
838,0,3,20.0,0,0,7.925,0,0,1,0
839,0,2,16.0,0,0,10.5,0,0,1,0
840,1,1,30.0,0,0,31.0,1,0,0,1
841,0,3,34.5,0,0,6.4375,1,0,0,0
842,0,3,17.0,0,0,8.6625,0,0,1,0
843,0,3,42.0,0,0,7.55,0,0,1,0
844,0,3,29.69911764705882,8,2,69.55,0,0,1,0
845,0,3,35.0,0,0,7.8958,1,0,0,0
846,0,2,28.0,0,1,33.0,0,0,1,0
847,1,1,29.69911764705882,1,0,89.1042,1,0,0,1
848,0,3,4.0,4,2,31.275,0,0,1,0
849,0,3,74.0,0,0,7.775,0,0,1,0
850,0,3,9.0,1,1,15.2458,1,0,0,1
851,1,1,16.0,0,1,39.4,0,0,1,1
852,0,2,44.0,1,0,26.0,0,0,1,1
853,1,3,18.0,0,1,9.35,0,0,1,1
854,1,1,45.0,1,1,164.8667,0,0,1,1
855,1,1,51.0,0,0,26.55,0,0,1,0
856,1,3,24.0,0,3,19.2583,1,0,0,1
857,0,3,29.69911764705882,0,0,7.2292,1,0,0,0
858,0,3,41.0,2,0,14.1083,0,0,1,0
859,0,2,21.0,1,0,11.5,0,0,1,0
860,1,1,48.0,0,0,25.9292,0,0,1,1
861,0,3,29.69911764705882,8,2,69.55,0,0,1,1
862,0,2,24.0,0,0,13.0,0,0,1,0
863,1,2,42.0,0,0,13.0,0,0,1,1
864,1,2,27.0,1,0,13.8583,1,0,0,1
865,0,1,31.0,0,0,50.4958,0,0,1,0
866,0,3,29.69911764705882,0,0,9.5,0,0,1,0
867,1,3,4.0,1,1,11.1333,0,0,1,0
868,0,3,26.0,0,0,7.8958,0,0,1,0
869,1,1,47.0,1,1,52.5542,0,0,1,1
870,0,1,33.0,0,0,5.0,0,0,1,0
871,0,3,47.0,0,0,9.0,0,0,1,0
872,1,2,28.0,1,0,24.0,1,0,0,1
873,1,3,15.0,0,0,7.225,1,0,0,1
874,0,3,20.0,0,0,9.8458,0,0,1,0
875,0,3,19.0,0,0,7.8958,0,0,1,0
876,0,3,29.69911764705882,0,0,7.8958,0,0,1,0
877,1,1,56.0,0,1,83.1583,1,0,0,1
878,1,2,25.0,0,1,26.0,0,0,1,1
879,0,3,33.0,0,0,7.8958,0,0,1,0
880,0,3,22.0,0,0,10.5167,0,0,1,1
881,0,2,28.0,0,0,10.5,0,0,1,0
882,0,3,25.0,0,0,7.05,0,0,1,0
883,0,3,39.0,0,5,29.125,0,1,0,1
884,0,2,27.0,0,0,13.0,0,0,1,0
885,1,1,19.0,0,0,30.0,0,0,1,1
886,0,3,29.69911764705882,1,2,23.45,0,0,1,1
887,1,1,26.0,0,0,30.0,1,0,0,0
888,0,3,32.0,0,0,7.75,0,1,0,0
889,1,2,28.0,0,0,12.828723327140617,0,0,1,1
890,1,1,30.564667967293573,0,0,30.388276368765297,0,0,0,1
891,0,2,47.6432816896437,1,2,33.40888790945169,0,0,1,1
892,1,1,29.69911764705882,0,0,53.55119196171094,0,0,1,1
893,0,2,44.981538261681045,1,3,27.864922697193983,0,0,1,1
894,0,3,29.69911764705882,3,1,25.4667,0,0,1,1
895,0,1,48.031173069455306,0,0,39.43030160315269,1,0,0,1
896,1,1,37.72252010559603,1,0,111.07425929146538,1,0,0,1
897,0,2,44.310191164068875,1,0,26.07754779101722,0,0,1,1
898,0,3,29.747844235457414,0,0,7.636549608662163,0,1,0,1
899,1,2,24.605136919031803,0,1,26.394863080968197,0,0,1,1
900,1,2,22.35276200656846,1,1,28.64723799343154,0,0,1,1
901,0,3,29.69911764705882,0,0,7.75,0,1,0,1
902,0,1,24.32614364852838,0,0,69.31430676065692,0,0,0,1
903,1,1,53.941887072990156,0,0,152.24770261135615,0,0,0,1
904,1,2,27.66146608338567,0,0,12.136545608671042,0,0,1,1
905,0,3,14.596350080094457,0,0,14.4542,1,0,0,1
906,1,1,39.669255736382766,0,1,164.8667,0,0,1,1
907,0,3,27.658872028257115,0,0,7.905760936774892,0,0,1,1
908,1,2,17.568003050249203,0,1,11.92000762562301,0,0,1,1
909,1,1,24.132107140079363,1,0,111.12878348127481,1,0,0,1
910,1,1,32.12963264825429,0,0,91.01542857703666,0,0,0,1
911,1,2,33.738685105199785,0,1,26.0,0,0,1,1
912,0,3,29.69911764705882,0,0,8.05701860330776,0,1,0,1
913,1,1,37.365664459446826,0,0,71.19344637068065,0,0,0,1
914,1,1,30.0,0,0,99.4349342285051,0,0,0,1
915,1,2,27.230066320236922,0,0,13.66083407734065,0,0,0,1
916,1,1,24.9971064437919,0,0,81.01038315410568,0,0,0,1
917,1,2,45.496530381912905,0,0,13.20208177085226,0,0,1,1
918,0,3,18.0,0,0,7.348987020817645,0,0,0,1
919,1,2,33.0,0,2,27.257256485315096,0,0,1,1
920,0,3,29.69911764705882,0,0,8.012777557195824,0,0,1,1
921,1,1,24.075164493860207,0,0,78.50672483583503,0,0,1,1
922,1,2,24.0,0,1,14.604575661723112,0,0,1,1
923,0,2,41.200719585407676,1,3,42.16189490824021,0,0,1,1
924,1,2,29.408652775890143,1,0,24.466258272399337,0,0,0,1
925,1,1,48.06531690033601,1,0,52.363330722023136,0,0,1,1
926,1,1,48.75375862110254,1,1,64.29649195363763,0,0,0,1
927,1,1,34.283248960498895,0,1,73.271132868932,0,0,0,1
928,1,1,23.10374026056041,0,0,45.95277078247063,1,0,0,1
929,0,2,48.0,1,2,34.54427570267485,0,0,0,1
930,1,2,33.20761606930572,0,0,13.0,0,0,1,1
931,0,3,17.505710264722868,1,0,17.49924213047267,0,0,0,1
932,1,1,42.261453314152114,0,0,223.2927244771627,0,0,0,1
933,1,2,17.327819217374557,0,0,12.327819217374557,0,0,0,1
934,0,3,23.581455902470555,0,0,8.305892673211723,0,0,1,1
935,1,1,58.0,0,0,147.28403941741018,0,0,0,1
936,0,3,18.0,0,0,8.856034600482925,0,0,1,1
937,1,2,3.3582473119756435,1,1,23.962629032036535,0,0,1,1
938,0,3,29.84806873143567,0,0,7.75,0,1,0,1
939,1,1,23.42205152267488,0,0,49.50298630819761,1,0,0,1
940,1,1,44.17725235894381,0,0,58.004384015158735,1,0,0,1
941,1,3,29.69911764705882,0,0,7.75,0,1,0,1
942,1,2,30.0,0,0,12.451586813032318,0,0,0,1
943,1,2,24.0,0,2,17.13351285959042,0,0,1,1
944,1,2,24.82475199635755,1,0,29.29900798543019,0,0,1,1
945,1,1,37.26986584738357,1,0,83.2952833715334,0,0,0,1
946,0,3,30.90966324625507,1,1,20.728119831786863,0,0,1,1
947,0,3,21.574663711903597,0,0,7.75,0,1,0,1
948,0,2,23.113695757804805,0,0,13.701687068545937,0,0,0,1
949,1,1,19.00709824350088,0,0,91.08076212980609,0,0,0,1
950,0,3,29.69911764705882,0,1,7.871919871255424,0,1,0,1
951,1,1,20.28021765616784,0,0,226.04855906763134,0,0,0,1
952,1,3,17.16210688295557,3,1,7.85542372583547,0,0,1,1
953,0,1,45.03858419912452,0,0,25.9852936477404,0,0,1,1
954,0,3,28.652042393422857,1,0,14.420799441277474,0,0,0,1
955,1,2,27.44001928932893,0,0,12.552003375632562,0,0,1,1
956,1,3,21.620336600717334,0,0,7.712033660071733,0,0,0,1
957,0,3,29.838946251019244,0,0,8.028953945686517,0,0,1,1
958,1,1,34.541703934477596,0,0,89.19798188533579,0,0,1,1
959,1,2,4.0,0,1,22.781449715589666,0,0,1,1
960,0,3,29.69911764705882,0,1,15.158591586253605,1,0,0,1
961,1,1,52.59627852354981,0,0,142.9120747153271,1,0,0,1
962,0,1,47.238428028018674,1,0,40.711895079092734,0,0,0,1
963,1,2,44.296158338369544,0,0,13.382693056394924,0,0,1,1
964,0,2,44.53113298671073,1,2,27.009152674750386,0,0,1,1
965,1,2,36.0,0,0,13.0,0,0,1,1
966,0,1,48.956783242788816,0,0,34.391511222068395,1,0,0,1
967,0,3,31.0,1,0,19.855511832969082,0,0,1,1
968,1,2,15.576518112409849,0,0,13.746754624261873,1,0,0,1
969,1,3,30.86475498638895,0,1,20.715597314885976,0,0,0,1
970,1,3,29.69911764705882,0,0,7.75,0,1,0,1
971,0,3,29.751932550698843,1,0,24.15,0,0,0,1
972,1,1,29.93540288752544,0,0,56.5150156911905,0,0,0,1
973,0,2,40.180274564623275,0,0,15.703280043832232,0,0,0,1
974,0,3,29.987768691567823,1,1,24.203525783932548,0,0,1,1
975,1,1,47.38424773207942,1,1,89.82809805929583,0,0,0,1
976,0,3,13.866790225994,0,0,7.770943891246249,0,0,0,1
977,1,2,24.0,1,2,17.861956633119323,0,0,1,1
978,1,3,15.180529650536565,0,0,7.316763221367736,0,0,0,1
979,0,3,20.081330329320096,0,0,9.82550831455825,0,0,1,1
980,0,3,29.69911764705882,0,0,14.500647702612836,1,0,0,1
981,0,2,45.45875089612554,0,0,8.002312992869044,0,0,1,1
982,0,3,32.12652851033124,1,0,15.544284978615934,0,0,0,1
983,1,1,37.61016495563283,0,0,110.8833,1,0,0,1
984,0,3,29.91162366911819,1,0,23.885648511731834,0,0,0,1
985,0,3,29.69911764705882,0,0,7.975777890997161,0,1,0,1
986,1,1,18.752857880700937,0,1,25.47185827970538,0,0,1,1
987,1,1,19.0,0,0,29.73889566620547,0,0,1,1
988,1,3,29.69911764705882,1,0,15.56438042895199,0,0,0,1
989,1,2,28.0,0,0,12.889858800748128,0,0,1,1
990,1,1,16.41575191147682,0,0,212.3339123507405,0,0,0,1
991,1,2,44.23503726112397,1,0,26.186253105093666,0,0,1,1
992,1,1,39.35646521180384,0,0,56.04823249367651,0,0,0,1
993,0,2,39.977818677082574,1,3,48.826640593359855,0,0,1,1
994,0,3,21.349200088982382,0,0,7.75,0,0,0,1
995,1,3,29.69911764705882,0,0,7.8792,0,1,0,1
996,0,3,30.656651925237234,1,0,15.5,0,1,0,1
997,1,3,15.268341017137283,0,0,7.36139773901088,0,0,0,1
998,1,1,20.21029832043209,1,0,111.24084252531507,1,0,0,1
999,1,3,29.69911764705882,0,0,7.766789031314315,0,1,0,1
1000,0,2,7.693786234671443,1,2,26.82237364360394,0,0,1,1
1001,1,1,54.77226739286158,0,0,26.34962235974885,0,0,1,1
1002,1,1,40.0608769741488,0,0,134.67738468753285,0,0,0,1
